id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
47617112,2020-05-28,dheeraj_c_l,research,https://www.inaturalist.org/observations/47617112,https://inaturalist-open-data.s3.amazonaws.com/photos/75527868/medium.jpeg,"Uttara Kannada, IN-KA, IN",14.2825965833,74.4441146667,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
50363458,2020-06-21,rudraksh2005,research,https://www.inaturalist.org/observations/50363458,https://static.inaturalist.org/photos/79972676/medium.jpeg,"Bangalore, IN-KA, IN",12.8218415,77.6516437,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
52004317,2020-07-05,rameshdesai,research,https://www.inaturalist.org/observations/52004317,https://static.inaturalist.org/photos/82651197/medium.jpeg,"Bhutnal Lake, Bijapur, Karnataka, India",16.8865018516,75.7099055128,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
52378957,2020-07-08,rameshdesai,research,https://www.inaturalist.org/observations/52378957,https://static.inaturalist.org/photos/83260645/medium.jpg," Hanchinal Lake Bijapur County, Karnataka, IN",16.8660398262,75.7365918576,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
52444683,2020-02-24,mjmelvin,research,https://www.inaturalist.org/observations/52444683,https://inaturalist-open-data.s3.amazonaws.com/photos/83371571/medium.jpeg,"Chiklihole Reservoir, Attur Forest, Karnataka 571234",12.3972748,75.8740918,Karnataka,India,Wandelröschen,Lantana camara,common lantana,Plantae,50333
52638110,2020-07-11,aswathynarayanan,research,https://www.inaturalist.org/observations/52638110,https://static.inaturalist.org/photos/83689406/medium.jpeg,Bengaluru,13.0653199,77.6149464,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
52668258,2020-07-11,rameshdesai,research,https://www.inaturalist.org/observations/52668258,https://static.inaturalist.org/photos/83740655/medium.jpeg,Honnutagi Lake,16.845844464,75.8818249241,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53060909,2020-07-14,vikasdprasad,research,https://www.inaturalist.org/observations/53060909,https://inaturalist-open-data.s3.amazonaws.com/photos/84377165/medium.jpg,"7 Block, Banagirinagara, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka, India",12.922888,77.5583548,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53323040,2020-07-17,rameshdesai,research,https://www.inaturalist.org/observations/53323040,https://static.inaturalist.org/photos/84802915/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8754574005,75.6960513164,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53445417,2020-07-18,sarathchandars,research,https://www.inaturalist.org/observations/53445417,https://inaturalist-open-data.s3.amazonaws.com/photos/85005961/medium.jpeg,Shivamogga,13.9653908892,75.5468375166,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53482964,2020-07-18,rameshdesai,research,https://www.inaturalist.org/observations/53482964,https://static.inaturalist.org/photos/85066245/medium.jpeg,"Bhutnal Lake, Bijapur, Karnataka, India",16.8865018516,75.7099055128,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53582628,2020-07-19,rameshdesai,research,https://www.inaturalist.org/observations/53582628,https://static.inaturalist.org/photos/85230639/medium.jpeg," Hanchinal Lake Bijapur County, Karnataka, IN",16.8660398262,75.7365918576,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
