id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
146669828,2023-01-13,karthikeyan3007,research,https://www.inaturalist.org/observations/146669828,https://inaturalist-open-data.s3.amazonaws.com/photos/252216994/medium.jpeg,"PB No. 1, Byatha Halli, Kadakola,, Mysuru, Karnataka 571311, India",12.189455,76.642543,Karnataka,India,芒果,Mangifera indica,Indian mango,Plantae,48872
146676977,2023-01-16,karthikeyan3007,research,https://www.inaturalist.org/observations/146676977,https://inaturalist-open-data.s3.amazonaws.com/photos/252228708/medium.jpeg,"PB No. 1, Byatha Halli, Kadakola,, Mysuru, Karnataka 571311, India",12.189455,76.642543,Karnataka,India,芒果,Mangifera indica,Indian mango,Plantae,48872
157093842,2023-04-28,sahana_subramanya,research,https://www.inaturalist.org/observations/157093842,https://inaturalist-open-data.s3.amazonaws.com/photos/271669143/medium.jpg,"1st Main Road, Bengaluru, KA, IN",12.881045,77.5832833333,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
157610556,2023-04-29,rashmiswamy,research,https://www.inaturalist.org/observations/157610556,https://inaturalist-open-data.s3.amazonaws.com/photos/272438415/medium.jpeg,"Vasanth Nagar, Bengaluru, Karnataka, India",12.9847305556,77.5912111111,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
158488165,2023-05-01,tarachand,research,https://www.inaturalist.org/observations/158488165,https://inaturalist-open-data.s3.amazonaws.com/photos/273904847/medium.jpg,"Gandhi Nagar, Bengaluru, KA, IN",12.9756833651,77.5940799483,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
158648957,2023-05-01,manidipmandal,research,https://www.inaturalist.org/observations/158648957,https://inaturalist-open-data.s3.amazonaws.com/photos/274151693/medium.jpeg,"MS Ramaiah City Layout, JP Nagar 7th Phase, Bengaluru, Karnataka 560076, India",12.879852,77.5862208,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
159093823,2023-05-02,veena_bhat,research,https://www.inaturalist.org/observations/159093823,https://inaturalist-open-data.s3.amazonaws.com/photos/274865283/medium.jpg,"Banashankari Stage 6, Bengaluru, KA, IN",12.8935433669,77.5298169594,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
161964554,2023-05-16,gauri_joshi,research,https://www.inaturalist.org/observations/161964554,https://inaturalist-open-data.s3.amazonaws.com/photos/280524594/medium.jpeg,"X99C+7QG, Karnataka 574216, India",12.96922347,75.37205067,Karnataka,India,芒果,Mangifera indica,Indian mango,Plantae,48872
190381881,2023-02-04,abhiapc,research,https://www.inaturalist.org/observations/190381881,https://static.inaturalist.org/photos/333724065/medium.jpeg,"6JFG+3WM, Dadadahalli, Karnataka 570008, India",12.2227233,76.6272876,Karnataka,India,Mangifera indica,Mangifera indica,Indian mango,Plantae,48872
192548969,2023-11-29,manu161,research,https://www.inaturalist.org/observations/192548969,https://static.inaturalist.org/photos/338209675/medium.jpeg,"Kadumane Estate, Karnataka, India",12.9009009722,75.6575189722,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
196004746,2024-01-07,deemopahan,research,https://www.inaturalist.org/observations/196004746,https://inaturalist-open-data.s3.amazonaws.com/photos/344972053/medium.jpeg,"VGFG+MVQ Turahalli Tree Park (Turahalli Kiru Aranya), Adarsha Layout, Lingadeeranahalli, Bengaluru, Karnataka 560062, India",12.8742055,77.5272426,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
203749337,2023-02-25,reishisagnik,research,https://www.inaturalist.org/observations/203749337,https://inaturalist-open-data.s3.amazonaws.com/photos/359998757/medium.jpg,"Vignana Kendra, Bengaluru, Karnataka, India",13.0782978878,77.5823799179,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
