id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_county_name,place_state_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
128266359,2021-05-04,somalingappa,research,https://www.inaturalist.org/observations/128266359,https://static.inaturalist.org/photos/217858546/medium.jpeg,Dharwad,15.4590461373,75.007808134,Dharwad,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
131545812,2022-04-14,yash49,research,https://www.inaturalist.org/observations/131545812,https://static.inaturalist.org/photos/223880494/medium.jpeg,Ponnampet,12.1515046636,75.9430276975,Kodagu,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
132912084,2020-08-20,rajeshkumarm,research,https://www.inaturalist.org/observations/132912084,https://inaturalist-open-data.s3.amazonaws.com/photos/226316411/medium.jpeg,J.P park,13.0339131643,77.5500088558,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
133089374,2022-07-31,covemom,research,https://www.inaturalist.org/observations/133089374,https://inaturalist-open-data.s3.amazonaws.com/photos/226644746/medium.jpeg,"Narayanaghatta Village, Chandapura Dommasandra Road Circle, near Muthanallur, Chintalamadivala Village, Bengaluru, Karnataka 560099, India",12.8424027,77.726986,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
134274390,2021-01-08,ramaashenoy,research,https://www.inaturalist.org/observations/134274390,https://inaturalist-open-data.s3.amazonaws.com/photos/228849415/medium.jpeg,Vishal Children's & Maternity Hospital,12.8794204297,74.8364008963,Dakshin Kannad,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
136245800,2022-08-31,srijan_pandhari_,research,https://www.inaturalist.org/observations/136245800,https://inaturalist-open-data.s3.amazonaws.com/photos/232502428/medium.png,"Bengaluru, Karnataka, India",12.9715987,77.5945627,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
137444616,2020-06-14,smitha_pai,research,https://www.inaturalist.org/observations/137444616,https://static.inaturalist.org/photos/234743011/medium.jpeg,Hoskote Lake,13.070291138,77.7695255354,Bangalore Rural,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
137835256,2022-10-07,kunikimu,research,https://www.inaturalist.org/observations/137835256,https://inaturalist-open-data.s3.amazonaws.com/photos/235478615/medium.jpg,"963, 3rd Main Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037, India",12.962288,77.7098984,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
138356094,2022-10-11,kunikimu,research,https://www.inaturalist.org/observations/138356094,https://inaturalist-open-data.s3.amazonaws.com/photos/236461217/medium.jpg,"Munekolala Lake, Chennappa Layout, Bengaluru, Karnataka 560037",12.9609816,77.7083642,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
138812488,2022-10-15,kunikimu,research,https://www.inaturalist.org/observations/138812488,https://inaturalist-open-data.s3.amazonaws.com/photos/237314074/medium.jpg,"Sankara eye hospital, Brookfield Bengaluru Karnataka India",12.956644,77.712924,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
138840243,2022-10-13,shivaprakash,research,https://www.inaturalist.org/observations/138840243,https://inaturalist-open-data.s3.amazonaws.com/photos/237353471/medium.jpg,"Male Mahadeshwara Hills, Karnataka 571490, India",12.0315272,77.5920295,Chamrajnagar,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
138917359,2022-10-16,premgarg,research,https://www.inaturalist.org/observations/138917359,https://static.inaturalist.org/photos/237503410/medium.jpeg,"Nandanavana Layout, Bukkasagara, Karnataka 560105, India",12.7737016667,77.618425,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
138943370,2022-10-16,kunikimu,research,https://www.inaturalist.org/observations/138943370,https://inaturalist-open-data.s3.amazonaws.com/photos/237555589/medium.jpg,"Munekolala Lake, Chennappa Layout, Bengaluru, Karnataka 560037",12.9609816,77.7083642,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
139230755,2022-10-18,kunikimu,research,https://www.inaturalist.org/observations/139230755,https://inaturalist-open-data.s3.amazonaws.com/photos/238099929/medium.jpg,"Thubarahalli Lake, Brookefield, Bengaluru, Karnataka 560066",12.958266,77.7255357,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
139307346,2022-10-19,arenaria,research,https://www.inaturalist.org/observations/139307346,https://inaturalist-open-data.s3.amazonaws.com/photos/238245621/medium.jpeg,"Karnataka, IN",13.1463526693,77.5475045913,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
139337511,2021-01-03,sunandav,research,https://www.inaturalist.org/observations/139337511,https://inaturalist-open-data.s3.amazonaws.com/photos/238299634/medium.jpeg,"Ragavendra Nagar, Bengaluru, Karnataka, India",13.0109346094,77.4862209641,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
140487163,2022-10-30,kunikimu,research,https://www.inaturalist.org/observations/140487163,https://inaturalist-open-data.s3.amazonaws.com/photos/240488102/medium.jpg,"Munekolala Lake, Chennappa Layout, Bengaluru, Karnataka 560037",12.9609816,77.7083642,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
140487208,2022-10-30,kunikimu,research,https://www.inaturalist.org/observations/140487208,https://inaturalist-open-data.s3.amazonaws.com/photos/240488347/medium.jpg,"963, 3rd Main Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037, India",12.962288,77.7098984,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
141069876,2022-11-04,kunikimu,research,https://www.inaturalist.org/observations/141069876,https://inaturalist-open-data.s3.amazonaws.com/photos/241585204/medium.jpeg,Thubarahalli Lake,12.9582721195,77.7255356312,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
141457668,2022-11-02,shivaprakash,research,https://www.inaturalist.org/observations/141457668,https://inaturalist-open-data.s3.amazonaws.com/photos/242346019/medium.jpg,"Savalsang, Karnataka, India",17.115893,75.7313342,Bijapur,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142120485,2022-11-16,amzblr,research,https://www.inaturalist.org/observations/142120485,https://inaturalist-open-data.s3.amazonaws.com/photos/243608874/medium.jpeg,"BDS Nagar, Narayanapura, Bengaluru, Karnataka 560077, India",13.0649277778,77.6477430556,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142220775,2022-10-28,udayagashe,research,https://www.inaturalist.org/observations/142220775,https://inaturalist-open-data.s3.amazonaws.com/photos/243795687/medium.jpg,"Hampi, Karnataka 583239, India",15.3350132,76.460024,Bellary,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142521042,2022-03-14,karthikeyan3007,research,https://www.inaturalist.org/observations/142521042,https://inaturalist-open-data.s3.amazonaws.com/photos/244355893/medium.jpeg,"Byathahalli, Karnataka 571311, India",12.1923531205,76.6447599036,Mysore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142665907,2022-11-23,shivaprakash,research,https://www.inaturalist.org/observations/142665907,https://inaturalist-open-data.s3.amazonaws.com/photos/244631381/medium.jpg,"Halalu, Karnataka 570008, India",12.240906,76.5979445,Mysore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142820698,2022-11-25,surabhi_srivastava_gaur,research,https://www.inaturalist.org/observations/142820698,https://inaturalist-open-data.s3.amazonaws.com/photos/244925706/medium.jpeg,"Bangalore Rural, IN-KA, IN",13.2252387533,77.6770526916,Bangalore Rural,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
142828936,2022-07-15,mysorekid,research,https://www.inaturalist.org/observations/142828936,https://inaturalist-open-data.s3.amazonaws.com/photos/244939018/medium.jpg,"Bangalore, Karnataka, India",13.107805,77.5680483333,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
143011161,2022-11-26,kunikimu,research,https://www.inaturalist.org/observations/143011161,https://inaturalist-open-data.s3.amazonaws.com/photos/245250286/medium.jpeg,Munekolala Lake,12.9609817419,77.7083641291,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
143260447,2020-11-16,veenas,research,https://www.inaturalist.org/observations/143260447,https://inaturalist-open-data.s3.amazonaws.com/photos/245673020/medium.jpeg,"Kambipura, Karnataka 560060, India",12.8878694544,77.4680623412,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
143713114,2022-12-03,kunikimu,research,https://www.inaturalist.org/observations/143713114,https://inaturalist-open-data.s3.amazonaws.com/photos/246516791/medium.jpeg,Kowdenahalli Lake And Park,13.0142866496,77.6833236963,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
143713302,2022-12-03,kunikimu,research,https://www.inaturalist.org/observations/143713302,https://inaturalist-open-data.s3.amazonaws.com/photos/246517084/medium.jpeg,Kowdenahalli Lake And Park,13.0142866496,77.6833236963,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
144830718,2022-12-11,safwan0825,research,https://www.inaturalist.org/observations/144830718,https://inaturalist-open-data.s3.amazonaws.com/photos/248663893/medium.jpeg,"HSR Layout, Bengaluru, Karnataka, India",12.919993511,77.6476264323,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
144858637,2022-12-22,ash2016,research,https://www.inaturalist.org/observations/144858637,https://inaturalist-open-data.s3.amazonaws.com/photos/248718460/medium.jpeg,"Chintalamadivala Village, Bommasandra, Karnataka 560099, India",12.8439630568,77.72419479,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
144997276,2022-12-17,kunikimu,research,https://www.inaturalist.org/observations/144997276,https://inaturalist-open-data.s3.amazonaws.com/photos/248987281/medium.jpg,"Hoskote Lake, Karnataka",13.0702915,77.7695255,Bangalore Rural,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
145115555,2022-12-18,shivaprakash,research,https://www.inaturalist.org/observations/145115555,https://inaturalist-open-data.s3.amazonaws.com/photos/249216439/medium.jpeg,"Gujjegowdanapura, Karnataka 570008, India",12.1505424546,76.5297371715,Mysore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
145270751,2021-05-02,sriharsha444,research,https://www.inaturalist.org/observations/145270751,https://inaturalist-open-data.s3.amazonaws.com/photos/249515023/medium.jpeg,Jalahalli Bengaluru,13.045431,77.54787,Bangalore,Karnataka,காளகண்டம்,Eudynamys scolopaceus,Asian Koel,Aves,204510
145754563,2023-01-03,arjuns2020,research,https://www.inaturalist.org/observations/145754563,https://static.inaturalist.org/photos/250426446/medium.jpg,"Kaggalipura, Karnataka 560082, India",12.8019332,77.5095784,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
145833593,2023-01-04,zigzagger,research,https://www.inaturalist.org/observations/145833593,https://inaturalist-open-data.s3.amazonaws.com/photos/250581290/medium.jpeg,"Thomas Town, Cooke Town, Bengaluru, Karnataka, India",13.0063502157,77.6234588027,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
146214257,2022-03-19,manojnp,research,https://www.inaturalist.org/observations/146214257,https://inaturalist-open-data.s3.amazonaws.com/photos/251330094/medium.jpg,"Kothnur Narayanapura, Bengaluru, KA, IN",13.0601285087,77.6429483124,Bangalore,Karnataka,Asian Koel (Indian),Eudynamys scolopaceus scolopaceus,Asian Koel (Indian),Aves,723524
146216163,2022-03-01,manojnp,research,https://www.inaturalist.org/observations/146216163,https://inaturalist-open-data.s3.amazonaws.com/photos/251333347/medium.jpg,"Kothnur Narayanapura, Bengaluru, KA, IN",13.0488557271,77.6438026778,Bangalore,Karnataka,Asian Koel (Indian),Eudynamys scolopaceus scolopaceus,Asian Koel (Indian),Aves,723524
146806055,2022-03-14,karthikeyan3007,research,https://www.inaturalist.org/observations/146806055,https://inaturalist-open-data.s3.amazonaws.com/photos/252481921/medium.jpeg,"PB No. 1, Byatha Halli, Kadakola,, Mysuru, Karnataka 571311, India",12.189455,76.642543,Mysore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
146930074,2023-01-14,kunikimu,research,https://www.inaturalist.org/observations/146930074,https://inaturalist-open-data.s3.amazonaws.com/photos/252726008/medium.jpg,"Brookefield, Bengaluru, Karnataka, India",12.9654796,77.7184638,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
146930082,2023-01-14,kunikimu,research,https://www.inaturalist.org/observations/146930082,https://inaturalist-open-data.s3.amazonaws.com/photos/252726032/medium.jpg,"Brookefield, Bengaluru, Karnataka, India",12.9654796,77.7184638,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
147311530,2023-01-18,varmax,research,https://www.inaturalist.org/observations/147311530,https://inaturalist-open-data.s3.amazonaws.com/photos/253462940/medium.jpeg,PV,12.9147393208,77.6636999843,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
147329111,2023-01-22,rajukidoor,research,https://www.inaturalist.org/observations/147329111,https://static.inaturalist.org/photos/253497068/medium.jpeg,"Naitisavar, Karnataka, India",14.8644383333,74.264,Uttar Kannand,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
150357626,2023-02-25,agh12398,research,https://www.inaturalist.org/observations/150357626,https://inaturalist-open-data.s3.amazonaws.com/photos/259245578/medium.jpg,"Kalaburagi Division, Karnataka, India",15.3369606002,76.4555600398,Bellary,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
151359654,2023-03-17,premgarg,research,https://www.inaturalist.org/observations/151359654,https://static.inaturalist.org/photos/261148567/medium.jpeg,"QJF8+9QH, Nandanavana Layout, Bukkasagara, Karnataka 560105, India",12.7735433333,77.617985,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
151569427,2023-03-19,spideyweb44,research,https://www.inaturalist.org/observations/151569427,https://inaturalist-open-data.s3.amazonaws.com/photos/261540203/medium.jpg,"John Armstrong Road, Bengaluru, KA, IN",13.0042083333,77.61535,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
151814184,2023-03-06,poorna_sona,research,https://www.inaturalist.org/observations/151814184,https://inaturalist-open-data.s3.amazonaws.com/photos/262002897/medium.jpeg,"Q5GJ+XM4, Nehru Nagar, Puttur, Karnataka 574203, India",12.7773962319,75.1814908907,Dakshin Kannad,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
152711415,2023-01-28,kunikimu,research,https://www.inaturalist.org/observations/152711415,https://inaturalist-open-data.s3.amazonaws.com/photos/263659297/medium.jpg,"Thubarahalli Lake, Brookefield, Bengaluru, Karnataka 560066",12.958266,77.7255357,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153060049,2023-02-05,kunikimu,research,https://www.inaturalist.org/observations/153060049,https://inaturalist-open-data.s3.amazonaws.com/photos/264303340/medium.jpg,"Saul Kere, Kaikondrahalli, Bengaluru, Karnataka 560035",12.9183126,77.680097,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153139491,2023-03-27,varmax,research,https://www.inaturalist.org/observations/153139491,https://inaturalist-open-data.s3.amazonaws.com/photos/264459142/medium.jpeg,PV,12.9147393208,77.6636999843,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153578991,2023-04-05,paula919,research,https://www.inaturalist.org/observations/153578991,https://static.inaturalist.org/photos/265273582/medium.jpeg,"Vakil Garden City, Bengaluru, Karnataka, India",12.8672773379,77.5935729593,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153793462,2022-11-09,aadhithan,research,https://www.inaturalist.org/observations/153793462,https://inaturalist-open-data.s3.amazonaws.com/photos/265670541/medium.jpeg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153794928,2022-11-09,aadhithan,research,https://www.inaturalist.org/observations/153794928,https://inaturalist-open-data.s3.amazonaws.com/photos/265671663/medium.jpeg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
153794959,2022-11-10,aadhithan,research,https://www.inaturalist.org/observations/153794959,https://inaturalist-open-data.s3.amazonaws.com/photos/265673527/medium.jpeg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154060833,2022-12-08,aadhithan,research,https://www.inaturalist.org/observations/154060833,https://inaturalist-open-data.s3.amazonaws.com/photos/266158450/medium.jpg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154060835,2022-12-08,aadhithan,research,https://www.inaturalist.org/observations/154060835,https://inaturalist-open-data.s3.amazonaws.com/photos/266158507/medium.jpg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154070813,2022-12-05,aadhithan,research,https://www.inaturalist.org/observations/154070813,https://inaturalist-open-data.s3.amazonaws.com/photos/266165395/medium.jpg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154070819,2022-12-05,aadhithan,research,https://www.inaturalist.org/observations/154070819,https://inaturalist-open-data.s3.amazonaws.com/photos/266165433/medium.jpg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154250098,2023-01-10,aadhithan,research,https://www.inaturalist.org/observations/154250098,https://inaturalist-open-data.s3.amazonaws.com/photos/266501090/medium.jpeg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154250150,2023-01-17,aadhithan,research,https://www.inaturalist.org/observations/154250150,https://inaturalist-open-data.s3.amazonaws.com/photos/266508146/medium.jpeg,"WCCR+6JW, Hunasemaradapalya, Bheemanakuppe Ramasagara, Karnataka 560060, India",12.9206072,77.4415806,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154787079,2023-03-26,safwan0825,research,https://www.inaturalist.org/observations/154787079,https://inaturalist-open-data.s3.amazonaws.com/photos/267488661/medium.jpeg,"HSR Layout, Bengaluru, Karnataka, India",12.9200291759,77.6476329649,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
154800298,2023-04-14,roopapatil19,research,https://www.inaturalist.org/observations/154800298,,"CHBS Layout, Stage 2, Vijayanagar, Bengaluru, Karnataka 560040, India",12.9726648,77.5340025,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
155695814,2023-04-20,srijan_pandhari_,research,https://www.inaturalist.org/observations/155695814,https://inaturalist-open-data.s3.amazonaws.com/photos/269164074/medium.jpeg,"Bengaluru, Karnataka, India",12.9715987,77.5945627,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
156679046,2023-04-26,srijan_pandhari_,research,https://www.inaturalist.org/observations/156679046,https://inaturalist-open-data.s3.amazonaws.com/photos/270952341/medium.jpeg,"Bengaluru, Karnataka, India",12.9715987,77.5945627,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
156980341,2023-04-28,prajwaldeep,research,https://www.inaturalist.org/observations/156980341,,"Yelahanka Satellite Town, Yelahanka, Bengaluru, Karnataka, India",13.0977438,77.5835667,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
156991010,2023-04-28,vaishnavi24,research,https://www.inaturalist.org/observations/156991010,,"XHFQ+M7C, Nunegundlapalli, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.9737211,77.5888,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157023089,2023-04-28,tarachand,research,https://www.inaturalist.org/observations/157023089,,"Hermit Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",12.9878684,77.6169578,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157023549,2023-04-28,tarachand,research,https://www.inaturalist.org/observations/157023549,,"Tatopo Digital Consultancy Services LLP No. 2 St. John's Road, Hermit Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",12.98792513,77.61694353,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157069856,2023-04-28,ashriyajayapal,research,https://www.inaturalist.org/observations/157069856,,"Food Court, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.9780383333,77.5947066667,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157098357,2023-04-28,s372,research,https://www.inaturalist.org/observations/157098357,https://static.inaturalist.org/photos/271675877/medium.jpeg,"VMX3+Q3J, Somasundarapalya, Bengaluru, Karnataka 560068, India",12.8994809,77.65260028,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157158157,2023-04-28,avneetsaini,research,https://www.inaturalist.org/observations/157158157,,"Gandhi Nagar, Bengaluru, KA, IN",12.9702548462,77.5892465684,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157401244,2023-04-29,tarachand,research,https://www.inaturalist.org/observations/157401244,,"Hosakote, Bengaluru Rural, KA, IN",13.0659435131,77.7711758484,Bangalore Rural,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157425251,2023-04-29,srijan_pandhari_,research,https://www.inaturalist.org/observations/157425251,https://inaturalist-open-data.s3.amazonaws.com/photos/272198900/medium.jpeg,"Banashankari, Bengaluru, Karnataka, India",12.9254533,77.546757,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157448639,2023-04-29,tarachand,research,https://www.inaturalist.org/observations/157448639,,"Hosakote, Bengaluru Rural, KA, IN",13.0664689635,77.7729659944,Bangalore Rural,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157545341,2023-04-29,manidipmandal,research,https://www.inaturalist.org/observations/157545341,,"10, Yadava Farm, Chunchgatta, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.8902523177,77.5754063361,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157859706,2023-04-30,srushtibokil,research,https://www.inaturalist.org/observations/157859706,,"Bangalore, IN-KA, IN",12.9579329654,77.7065878361,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157915481,2023-04-30,grv97,research,https://www.inaturalist.org/observations/157915481,,"Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",12.9764066689,77.6446727427,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
157950125,2023-04-30,srijan_pandhari_,research,https://www.inaturalist.org/observations/157950125,https://inaturalist-open-data.s3.amazonaws.com/photos/273037251/medium.jpeg,"Turahalli, Bengaluru, Karnataka 560062, India",12.8883548,77.5280598,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158430237,2023-04-30,thepalaadi,research,https://www.inaturalist.org/observations/158430237,https://static.inaturalist.org/photos/273809576/medium.jpeg,"WGR6+J2R, Gnana Bharathi, Bengaluru, Karnataka 560056, India",12.9420000425,77.5095655024,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158431132,2023-05-01,tarachand,research,https://www.inaturalist.org/observations/158431132,,"St Johns Church Road, Bengaluru, KA, IN",12.9878866924,77.6171670795,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158455119,2023-05-01,tarachand,research,https://www.inaturalist.org/observations/158455119,,"Bangalore, IN-KA, IN",12.97684419,77.59605527,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158488044,2023-05-01,srushtibokil,research,https://www.inaturalist.org/observations/158488044,,Rohan Vasantha Apartments,12.9580434029,77.7070374414,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158595799,2023-05-01,srijan_pandhari_,research,https://www.inaturalist.org/observations/158595799,https://inaturalist-open-data.s3.amazonaws.com/photos/274070559/medium.jpeg,"Banashankari, Bengaluru, Karnataka, India",12.9254533,77.546757,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158596972,2023-05-01,srijan_pandhari_,research,https://www.inaturalist.org/observations/158596972,,"6th B Main Road, Bengaluru, KA, IN",12.9330885,77.5718682,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
158932437,2023-05-02,grv97,research,https://www.inaturalist.org/observations/158932437,,"RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560094, India",13.0235794,77.5787641,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
159139438,2023-04-27,selva,research,https://www.inaturalist.org/observations/159139438,https://static.inaturalist.org/photos/274943513/medium.jpeg,"4HQ9+V9Q Avalahalli Lake, Bengaluru, Karnataka 560064, India",13.1399642125,77.5680896267,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
159351361,2023-05-03,srijan_pandhari_,research,https://www.inaturalist.org/observations/159351361,https://inaturalist-open-data.s3.amazonaws.com/photos/275313602/medium.jpeg,"Banashankari, Bengaluru, Karnataka, India",12.9254533,77.546757,Bangalore,Karnataka,Asian Koel,Eudynamys scolopaceus,Asian Koel,Aves,204510
160292421,2023-05-07,srushtibokil,research,https://www.inaturalist.org/observations/160292421,https://inaturalist-open-data.s3.amazonaws.com/photos/314624401/medium.jpg,ROHAN VASANTH,12.9578195872,77.7063062042,Bangalore,Karnataka,Asian Koel (Indian),Eudynamys scolopaceus scolopaceus,Asian Koel (Indian),Aves,723524
